Date,TRV
1980-08-13,9.03125
1980-08-14,9.15625
1980-08-15,9.21875
1980-08-18,9.0625
1980-08-19,9.03125
1980-08-20,9.0625
1980-08-21,9.09375
1980-08-22,9.1875
1980-08-25,9.1875
1980-08-26,9.4375
1980-08-27,9.5
1980-08-28,9.53125
1980-08-29,9.5
1980-09-02,9.53125
1980-09-03,9.625
1980-09-04,9.625
1980-09-05,9.625
1980-09-08,9.5625
1980-09-09,9.65625
1980-09-10,9.71875
1980-09-11,10.0
1980-09-12,9.96875
1980-09-15,9.9375
1980-09-16,9.90625
1980-09-17,9.9375
1980-09-18,9.9375
1980-09-19,9.96875
1980-09-22,10.0
1980-09-23,10.03125
1980-09-24,9.90625
1980-09-25,9.8125
1980-09-26,9.5625
1980-09-29,9.5
1980-09-30,9.53125
1980-10-01,9.59375
1980-10-02,9.71875
1980-10-03,9.71875
1980-10-06,9.78125
1980-10-07,9.8125
1980-10-08,9.84375
1980-10-09,9.84375
1980-10-10,9.84375
1980-10-13,9.875
1980-10-14,9.875
1980-10-15,9.71875
1980-10-16,9.6875
1980-10-17,9.625
1980-10-20,9.59375
1980-10-21,9.375
1980-10-22,9.3125
1980-10-23,9.03125
1980-10-24,8.9375
1980-10-27,8.90625
1980-10-28,8.84375
1980-10-29,8.78125
1980-10-30,8.75
1980-10-31,8.75
1980-11-03,8.78125
1980-11-05,9.0
1980-11-06,8.84375
1980-11-07,8.90625
1980-11-10,8.875
1980-11-11,9.03125
1980-11-12,9.25
1980-11-13,9.28125
1980-11-14,9.25
1980-11-17,9.21875
1980-11-18,9.28125
1980-11-19,9.28125
1980-11-20,9.21875
1980-11-21,9.0625
1980-11-24,8.8125
1980-11-25,8.875
1980-11-26,8.9375
1980-11-28,8.9375
1980-12-01,8.90625
1980-12-02,8.90625
1980-12-03,8.9375
1980-12-04,9.0625
1980-12-05,9.0625
1980-12-08,9.03125
1980-12-09,9.0625
1980-12-10,9.0625
1980-12-11,9.0625
1980-12-12,9.15625
1980-12-15,9.25
1980-12-16,9.3125
1980-12-17,9.3125
1980-12-18,9.28125
1980-12-19,9.3125
1980-12-22,9.6875
1980-12-23,9.625
1980-12-24,9.5625
1980-12-26,9.59375
1980-12-29,9.625
1980-12-30,9.59375
1980-12-31,9.6875
1981-01-02,9.65625
1981-01-05,9.65625
1981-01-06,9.65625
1981-01-07,9.59375
1981-01-08,9.59375
1981-01-09,9.625
1981-01-12,9.6875
1981-01-13,9.6875
1981-01-14,9.6875
1981-01-15,9.65625
1981-01-16,9.65625
1981-01-19,9.65625
1981-01-20,9.53125
1981-01-21,9.40625
1981-01-22,9.40625
1981-01-23,9.40625
1981-01-26,9.375
1981-01-27,9.40625
1981-01-28,9.4375
1981-01-29,9.5
1981-01-30,9.6875
1981-02-02,9.9375
1981-02-03,10.1875
1981-02-04,10.3125
1981-02-05,10.40625
1981-02-06,9.96875
1981-02-09,9.84375
1981-02-10,9.84375
1981-02-11,9.6875
1981-02-12,9.6875
1981-02-13,9.625
1981-02-17,9.625
1981-02-18,9.65625
1981-02-19,9.59375
1981-02-20,9.59375
1981-02-23,9.53125
1981-02-24,9.5625
1981-02-25,9.5
1981-02-26,9.53125
1981-02-27,9.5625
1981-03-02,9.71875
1981-03-03,9.6875
1981-03-04,9.65625
1981-03-05,10.0
1981-03-06,10.0625
1981-03-09,10.15625
1981-03-10,10.15625
1981-03-11,10.125
1981-03-12,10.3125
1981-03-13,10.5625
1981-03-16,10.75
1981-03-17,10.75
1981-03-18,10.8125
1981-03-19,10.90625
1981-03-20,10.96875
1981-03-23,10.90625
1981-03-24,10.4375
1981-03-25,10.46875
1981-03-26,10.34375
1981-03-27,10.0625
1981-03-30,10.0625
1981-03-31,10.15625
1981-04-01,10.21875
1981-04-02,10.1875
1981-04-03,10.03125
1981-04-06,9.90625
1981-04-07,9.9375
1981-04-08,9.90625
1981-04-09,9.84375
1981-04-10,9.9375
1981-04-13,10.125
1981-04-14,10.28125
1981-04-15,10.40625
1981-04-16,10.46875
1981-04-20,10.5
1981-04-21,10.46875
1981-04-22,10.625
1981-04-23,10.90625
1981-04-24,11.21875
1981-04-27,11.6875
1981-04-28,11.625
1981-04-29,11.53125
1981-04-30,11.375
1981-05-01,11.25
1981-05-04,11.15625
1981-05-05,10.96875
1981-05-06,11.0
1981-05-07,10.9375
1981-05-08,10.96875
1981-05-11,10.9375
1981-05-12,10.90625
1981-05-13,10.875
1981-05-14,10.875
1981-05-15,10.8125
1981-05-18,10.8125
1981-05-19,10.78125
1981-05-20,11.09375
1981-05-21,11.0625
1981-05-22,11.4375
1981-05-26,11.4375
1981-05-27,11.5
1981-05-28,11.84375
1981-05-29,11.65625
1981-06-01,11.6875
1981-06-02,11.625
1981-06-03,11.65625
1981-06-04,12.0
1981-06-05,12.125
1981-06-08,12.125
1981-06-09,12.15625
1981-06-10,12.28125
1981-06-11,12.53125
1981-06-12,12.53125
1981-06-15,12.75
1981-06-16,12.75
1981-06-17,12.75
1981-06-18,12.5625
1981-06-19,12.46875
1981-06-22,12.09375
1981-06-23,12.09375
1981-06-24,12.0625
1981-06-25,12.03125
1981-06-26,11.8125
1981-06-29,11.28125
1981-06-30,11.0
1981-07-01,11.21875
1981-07-02,11.28125
1981-07-06,11.28125
1981-07-07,11.59375
1981-07-08,11.71875
1981-07-09,11.90625
1981-07-10,12.03125
1981-07-13,12.0625
1981-07-14,11.9375
1981-07-15,11.46875
1981-07-16,11.65625
1981-07-17,11.5625
1981-07-20,11.21875
1981-07-21,11.15625
1981-07-22,11.09375
1981-07-23,11.28125
1981-07-24,11.40625
1981-07-27,11.46875
1981-07-28,11.5625
1981-07-29,11.59375
1981-07-30,11.9375
1981-07-31,12.21875
1981-08-03,12.25
1981-08-04,12.15625
1981-08-05,12.15625
1981-08-06,12.125
1981-08-07,12.0625
1981-08-10,12.0625
1981-08-11,12.0625
1981-08-12,12.25
1981-08-13,12.0625
1981-08-14,12.0
1981-08-17,11.84375
1981-08-18,11.65625
1981-08-19,11.59375
1981-08-20,11.6875
1981-08-21,11.71875
1981-08-24,11.46875
1981-08-25,11.1875
1981-08-26,11.0625
1981-08-27,11.15625
1981-08-28,11.15625
1981-08-31,11.03125
1981-09-01,11.0
1981-09-02,11.0
1981-09-03,11.0
1981-09-04,11.0
1981-09-08,10.84375
1981-09-09,10.84375
1981-09-10,11.03125
1981-09-11,11.15625
1981-09-14,11.21875
1981-09-15,11.21875
1981-09-16,11.1875
1981-09-17,11.25
1981-09-18,11.25
1981-09-21,11.5
1981-09-22,11.5
1981-09-23,11.65625
1981-09-24,11.53125
1981-09-25,11.375
1981-09-28,11.34375
1981-09-29,11.5625
1981-09-30,11.625
1981-10-01,11.625
1981-10-02,11.625
1981-10-05,11.75
1981-10-06,11.71875
1981-10-07,11.71875
1981-10-08,11.6875
1981-10-09,11.6875
1981-10-12,11.6875
1981-10-13,11.6875
1981-10-14,11.6875
1981-10-15,11.71875
1981-10-16,11.6875
1981-10-19,11.6875
1981-10-20,11.84375
1981-10-21,12.125
1981-10-22,12.125
1981-10-23,12.25
1981-10-26,12.1875
1981-10-27,12.21875
1981-10-28,12.21875
1981-10-29,12.3125
1981-10-30,12.5
1981-11-02,12.75
1981-11-03,12.90625
1981-11-04,12.90625
1981-11-05,13.0
1981-11-06,13.03125
1981-11-09,13.0625
1981-11-10,13.0625
1981-11-11,13.0
1981-11-12,13.0
1981-11-13,13.15625
1981-11-16,13.0625
1981-11-17,13.15625
1981-11-18,13.1875
1981-11-19,13.21875
1981-11-20,13.1875
1981-11-23,12.9375
1981-11-24,12.9375
1981-11-25,12.9375
1981-11-27,13.125
1981-11-30,13.0625
1981-12-01,13.03125
1981-12-02,12.84375
1981-12-03,12.46875
1981-12-04,12.5625
1981-12-07,12.1875
1981-12-08,12.15625
1981-12-09,12.125
1981-12-10,12.0625
1981-12-11,12.0
1981-12-14,11.96875
1981-12-15,12.03125
1981-12-16,12.03125
1981-12-17,12.125
1981-12-18,12.21875
1981-12-21,12.25
1981-12-22,12.25
1981-12-23,12.15625
1981-12-24,12.25
1981-12-28,12.1875
1981-12-29,12.1875
1981-12-30,12.21875
1981-12-31,12.21875
1982-01-04,12.1875
1982-01-05,12.09375
1982-01-06,12.125
1982-01-07,12.125
1982-01-08,12.1875
1982-01-11,12.15625
1982-01-12,12.1875
1982-01-13,12.15625
1982-01-14,12.1875
1982-01-15,12.34375
1982-01-18,12.34375
1982-01-19,12.28125
1982-01-20,12.34375
1982-01-21,12.34375
1982-01-22,12.34375
1982-01-25,12.28125
1982-01-26,12.3125
1982-01-27,12.46875
1982-01-28,12.46875
1982-01-29,12.46875
1982-02-01,12.5
1982-02-02,12.53125
1982-02-03,12.75
1982-02-04,12.75
1982-02-05,12.84375
1982-02-08,12.625
1982-02-09,12.59375
1982-02-10,12.625
1982-02-11,12.625
1982-02-12,12.625
1982-02-16,12.53125
1982-02-17,12.53125
1982-02-18,12.53125
1982-02-19,12.5
1982-02-22,12.5
1982-02-23,12.5
1982-02-24,12.5625
1982-02-25,12.5625
1982-02-26,12.5625
1982-03-01,12.53125
1982-03-02,12.5625
1982-03-03,12.5
1982-03-04,12.40625
1982-03-05,12.25
1982-03-08,12.0
1982-03-09,11.9375
1982-03-10,12.09375
1982-03-11,11.875
1982-03-12,11.71875
1982-03-15,11.59375
1982-03-16,11.40625
1982-03-17,11.28125
1982-03-18,11.34375
1982-03-19,11.5625
1982-03-22,11.625
1982-03-23,12.03125
1982-03-24,12.15625
1982-03-25,12.21875
1982-03-26,12.125
1982-03-29,12.0625
1982-03-30,11.90625
1982-03-31,11.90625
1982-04-01,11.9375
1982-04-02,12.3125
1982-04-05,12.3125
1982-04-06,12.28125
1982-04-07,12.5
1982-04-08,12.5625
1982-04-12,12.375
1982-04-13,12.34375
1982-04-14,12.15625
1982-04-15,12.125
1982-04-16,12.15625
1982-04-19,12.15625
1982-04-20,12.15625
1982-04-21,12.09375
1982-04-22,12.03125
1982-04-23,11.78125
1982-04-26,11.40625
1982-04-27,11.375
1982-04-28,11.40625
1982-04-29,11.28125
1982-04-30,11.5
1982-05-03,11.5625
1982-05-04,11.59375
1982-05-05,11.59375
1982-05-06,11.59375
1982-05-07,11.75
1982-05-10,11.75
1982-05-11,11.84375
1982-05-12,11.8125
1982-05-13,11.5625
1982-05-14,11.53125
1982-05-17,11.5
1982-05-18,11.46875
1982-05-19,11.125
1982-05-20,11.09375
1982-05-21,11.09375
1982-05-24,10.9375
1982-05-25,10.8125
1982-05-26,10.53125
1982-05-27,10.53125
1982-05-28,10.5
1982-06-01,10.15625
1982-06-02,10.15625
1982-06-03,10.1875
1982-06-04,10.125
1982-06-07,10.25
1982-06-08,10.125
1982-06-09,9.90625
1982-06-10,9.71875
1982-06-11,9.78125
1982-06-14,9.625
1982-06-15,9.4375
1982-06-16,9.46875
1982-06-17,9.46875
1982-06-18,9.25
1982-06-21,8.96875
1982-06-22,9.0
1982-06-23,9.125
1982-06-24,9.09375
1982-06-25,8.96875
1982-06-28,9.0
1982-06-29,9.0
1982-06-30,9.09375
1982-07-01,9.28125
1982-07-02,9.25
1982-07-06,9.0625
1982-07-07,9.0625
1982-07-08,9.0625
1982-07-09,9.0625
1982-07-12,9.25
1982-07-13,9.25
1982-07-14,9.4375
1982-07-15,9.53125
1982-07-16,9.5625
1982-07-19,9.8125
1982-07-20,9.96875
1982-07-21,9.8125
1982-07-22,9.8125
1982-07-23,9.8125
1982-07-26,9.75
1982-07-27,9.625
1982-07-28,9.53125
1982-07-29,9.59375
1982-07-30,9.625
1982-08-02,9.78125
1982-08-03,9.78125
1982-08-04,9.78125
1982-08-05,9.6875
1982-08-06,9.6875
1982-08-09,9.625
1982-08-10,9.6875
1982-08-11,9.625
1982-08-12,9.625
1982-08-13,9.625
1982-08-16,9.6875
1982-08-17,9.875
1982-08-18,10.21875
1982-08-19,10.3125
1982-08-20,10.46875
1982-08-23,10.71875
1982-08-24,10.75
1982-08-25,10.78125
1982-08-26,10.84375
1982-08-27,10.6875
1982-08-30,10.6875
1982-08-31,10.71875
1982-09-01,10.71875
1982-09-02,10.875
1982-09-03,11.09375
1982-09-07,11.09375
1982-09-08,11.09375
1982-09-09,11.0625
1982-09-10,11.0
1982-09-13,10.9375
1982-09-14,11.0
1982-09-15,11.53125
1982-09-16,11.9375
1982-09-17,12.1875
1982-09-20,12.1875
1982-09-21,12.25
1982-09-22,12.1875
1982-09-23,12.0
1982-09-24,11.96875
1982-09-27,11.90625
1982-09-28,11.9375
1982-09-29,11.9375
1982-09-30,11.75
1982-10-01,11.90625
1982-10-04,11.875
1982-10-05,11.875
1982-10-06,12.0
1982-10-07,12.3125
1982-10-08,12.65625
1982-10-11,13.25
1982-10-12,13.625
1982-10-13,13.84375
1982-10-14,13.84375
1982-10-15,13.59375
1982-10-18,13.96875
1982-10-19,14.5
1982-10-20,14.96875
1982-10-21,14.9375
1982-10-22,14.78125
1982-10-25,14.5625
1982-10-26,14.53125
1982-10-27,14.625
1982-10-28,14.9375
1982-10-29,14.875
1982-11-01,14.875
1982-11-02,15.25
1982-11-03,15.5
1982-11-04,15.875
1982-11-05,16.3125
1982-11-08,16.125
1982-11-09,15.96875
1982-11-10,16.0625
1982-11-11,15.9375
1982-11-12,15.8125
1982-11-15,15.40625
1982-11-16,15.15625
1982-11-17,15.1875
1982-11-18,15.125
1982-11-19,15.1875
1982-11-22,15.09375
1982-11-23,15.0
1982-11-24,14.875
1982-11-26,14.96875
1982-11-29,15.03125
1982-11-30,15.03125
1982-12-01,15.03125
1982-12-02,15.21875
1982-12-03,15.8125
1982-12-06,15.9375
1982-12-07,16.0
1982-12-08,15.9375
1982-12-09,15.34375
1982-12-10,15.28125
1982-12-13,15.28125
1982-12-14,15.0625
1982-12-15,14.0625
1982-12-16,14.4375
1982-12-17,14.625
1982-12-20,14.9375
1982-12-21,14.875
1982-12-22,15.21875
1982-12-23,15.1875
1982-12-27,15.21875
1982-12-28,15.40625
1982-12-29,15.34375
1982-12-30,15.40625
1982-12-31,15.28125
1983-01-03,15.1875
1983-01-04,15.09375
1983-01-05,15.03125
1983-01-06,14.96875
1983-01-07,14.625
1983-01-10,14.53125
1983-01-11,14.5625
1983-01-12,14.5
1983-01-13,14.75
1983-01-14,14.96875
1983-01-17,14.96875
1983-01-18,14.5625
1983-01-19,14.59375
1983-01-20,14.3125
1983-01-21,14.125
1983-01-24,13.875
1983-01-25,14.1875
1983-01-26,14.25
1983-01-27,14.25
1983-01-28,14.4375
1983-01-31,14.375
1983-02-01,14.375
1983-02-02,14.3125
1983-02-03,14.34375
1983-02-04,14.40625
1983-02-07,14.46875
1983-02-08,14.25
1983-02-09,13.65625
1983-02-10,14.15625
1983-02-11,14.15625
1983-02-14,14.1875
1983-02-15,14.59375
1983-02-16,15.0
1983-02-17,15.5
1983-02-18,15.78125
1983-02-22,15.65625
1983-02-23,15.78125
1983-02-24,16.03125
1983-02-25,16.3125
1983-02-28,16.125
1983-03-01,16.25
1983-03-02,16.28125
1983-03-03,16.28125
1983-03-04,16.34375
1983-03-07,16.375
1983-03-08,16.34375
1983-03-09,16.34375
1983-03-10,16.59375
1983-03-11,16.53125
1983-03-14,16.375
1983-03-15,16.53125
1983-03-16,16.53125
1983-03-17,16.46875
1983-03-18,16.3125
1983-03-21,16.5625
1983-03-22,17.0625
1983-03-23,17.1875
1983-03-24,17.1875
1983-03-25,17.5
1983-03-28,17.25
1983-03-29,17.21875
1983-03-30,17.21875
1983-03-31,17.28125
1983-04-04,17.21875
1983-04-05,17.21875
1983-04-06,17.15625
1983-04-07,17.125
1983-04-08,17.09375
1983-04-11,17.0625
1983-04-12,17.09375
1983-04-13,17.1875
1983-04-14,17.28125
1983-04-15,17.3125
1983-04-18,17.34375
1983-04-19,17.34375
1983-04-20,17.46875
1983-04-21,17.59375
1983-04-22,17.625
1983-04-25,17.625
1983-04-26,17.53125
1983-04-27,17.5
1983-04-28,17.4375
1983-04-29,17.0
1983-05-02,16.625
1983-05-03,16.25
1983-05-04,16.8125
1983-05-05,16.96875
1983-05-06,17.1875
1983-05-09,17.1875
1983-05-10,17.1875
1983-05-11,17.21875
1983-05-12,17.21875
1983-05-13,16.84375
1983-05-16,16.625
1983-05-17,16.59375
1983-05-18,16.5
1983-05-19,16.1875
1983-05-20,16.28125
1983-05-23,16.21875
1983-05-24,15.875
1983-05-25,15.90625
1983-05-26,16.125
1983-05-27,16.0625
1983-05-31,15.96875
1983-06-01,15.90625
1983-06-02,16.125
1983-06-03,16.15625
1983-06-06,16.25
1983-06-07,16.21875
1983-06-08,16.03125
1983-06-09,15.84375
1983-06-10,15.96875
1983-06-13,16.0
1983-06-14,16.125
1983-06-15,16.15625
1983-06-16,16.25
1983-06-17,16.125
1983-06-20,16.15625
1983-06-21,16.25
1983-06-22,16.75
1983-06-23,16.75
1983-06-24,16.75
1983-06-27,16.71875
1983-06-28,16.46875
1983-06-29,16.53125
1983-06-30,16.5
1983-07-01,16.5625
1983-07-05,16.5
1983-07-06,16.375
1983-07-07,16.5
1983-07-08,16.5
1983-07-11,16.5625
1983-07-12,16.0625
1983-07-13,15.75
1983-07-14,15.90625
1983-07-15,15.8125
1983-07-18,15.6875
1983-07-19,15.6875
1983-07-20,15.75
1983-07-21,15.75
1983-07-22,15.53125
1983-07-25,15.5
1983-07-26,15.40625
1983-07-27,15.375
1983-07-28,14.78125
1983-07-29,14.53125
1983-08-01,14.5625
1983-08-02,14.375
1983-08-03,14.0
1983-08-04,13.8125
1983-08-05,13.875
1983-08-08,14.0
1983-08-09,14.09375
1983-08-10,14.15625
1983-08-11,14.375
1983-08-12,14.6875
1983-08-15,14.78125
1983-08-16,14.53125
1983-08-17,14.8125
1983-08-18,14.75
1983-08-19,14.5625
1983-08-22,14.25
1983-08-23,13.9375
1983-08-24,13.875
1983-08-25,13.875
1983-08-26,13.9375
1983-08-29,13.90625
1983-08-30,14.0
1983-08-31,14.09375
1983-09-01,14.3125
1983-09-02,14.375
1983-09-06,14.4375
1983-09-07,14.25
1983-09-08,14.25
1983-09-09,14.3125
1983-09-12,14.5
1983-09-13,14.46875
1983-09-14,14.9375
1983-09-15,14.9375
1983-09-16,15.6875
1983-09-19,15.6875
1983-09-20,15.625
1983-09-21,15.125
1983-09-22,14.90625
1983-09-23,14.8125
1983-09-26,14.84375
1983-09-27,14.46875
1983-09-28,14.375
1983-09-29,14.46875
1983-09-30,14.4375
1983-10-03,14.34375
1983-10-04,14.40625
1983-10-05,14.375
1983-10-06,14.65625
1983-10-07,15.1875
1983-10-10,15.125
1983-10-11,15.15625
1983-10-12,15.125
1983-10-13,14.9375
1983-10-14,14.9375
1983-10-17,14.8125
1983-10-18,14.78125
1983-10-19,14.375
1983-10-20,14.375
1983-10-21,14.3125
1983-10-24,14.21875
1983-10-25,14.5
1983-10-26,14.53125
1983-10-27,13.8125
1983-10-28,13.90625
1983-10-31,14.03125
1983-11-01,14.0625
1983-11-02,14.0625
1983-11-03,14.09375
1983-11-04,14.1875
1983-11-07,14.03125
1983-11-08,14.0
1983-11-09,13.84375
1983-11-10,13.59375
1983-11-11,13.625
1983-11-14,13.59375
1983-11-15,13.5625
1983-11-16,13.59375
1983-11-17,13.6875
1983-11-18,13.71875
1983-11-21,13.8125
1983-11-22,13.96875
1983-11-23,14.15625
1983-11-25,14.15625
1983-11-28,14.125
1983-11-29,14.25
1983-11-30,14.4375
1983-12-01,14.59375
1983-12-02,14.71875
1983-12-05,14.8125
1983-12-06,15.0
1983-12-07,15.0625
1983-12-08,14.8125
1983-12-09,14.78125
1983-12-12,14.6875
1983-12-13,14.59375
1983-12-14,14.59375
1983-12-15,14.5
1983-12-16,14.625
1983-12-19,14.75
1983-12-20,14.75
1983-12-21,14.71875
1983-12-22,15.03125
1983-12-23,14.9375
1983-12-27,14.9375
1983-12-28,15.125
1983-12-29,15.09375
1983-12-30,15.125
1984-01-03,14.90625
1984-01-04,14.875
1984-01-05,15.0
1984-01-06,14.875
1984-01-09,14.78125
1984-01-10,14.78125
1984-01-11,14.5625
1984-01-12,14.625
1984-01-13,14.5625
1984-01-16,14.59375
1984-01-17,14.6875
1984-01-18,14.78125
1984-01-19,14.78125
1984-01-20,14.65625
1984-01-23,14.375
1984-01-24,14.3125
1984-01-25,14.3125
1984-01-26,13.8125
1984-01-27,13.75
1984-01-30,13.65625
1984-01-31,14.0
1984-02-01,14.25
1984-02-02,14.15625
1984-02-03,14.09375
1984-02-06,13.9375
1984-02-07,14.0625
1984-02-08,14.0
1984-02-09,14.03125
1984-02-10,14.3125
1984-02-13,14.65625
1984-02-14,14.875
1984-02-15,14.8125
1984-02-16,15.0
1984-02-17,14.8125
1984-02-21,14.78125
1984-02-22,14.375
1984-02-23,14.40625
1984-02-24,14.5
1984-02-27,14.71875
1984-02-28,14.71875
1984-02-29,14.75
1984-03-01,14.65625
1984-03-02,14.71875
1984-03-05,14.5
1984-03-06,14.5
1984-03-07,14.21875
1984-03-08,14.1875
1984-03-09,14.0
1984-03-12,14.03125
1984-03-13,14.03125
1984-03-14,13.8125
1984-03-15,14.0
1984-03-16,14.1875
1984-03-19,14.1875
1984-03-20,14.625
1984-03-21,14.875
1984-03-22,14.8125
1984-03-23,15.28125
1984-03-26,15.46875
1984-03-27,15.84375
1984-03-28,16.75
1984-03-29,16.71875
1984-03-30,16.375
1984-04-02,16.40625
1984-04-03,16.375
1984-04-04,15.78125
1984-04-05,15.375
1984-04-06,16.0625
1984-04-09,15.96875
1984-04-10,16.0625
1984-04-11,15.96875
1984-04-12,15.875
1984-04-13,15.875
1984-04-16,15.84375
1984-04-17,16.09375
1984-04-18,16.28125
1984-04-19,16.3125
1984-04-23,15.375
1984-04-24,14.875
1984-04-25,15.09375
1984-04-26,14.84375
1984-04-27,14.875
1984-04-30,14.8125
1984-05-01,15.03125
1984-05-02,15.625
1984-05-03,15.40625
1984-05-04,15.375
1984-05-07,15.34375
1984-05-08,15.375
1984-05-09,15.125
1984-05-10,14.96875
1984-05-11,14.6875
1984-05-14,14.4375
1984-05-15,14.375
1984-05-16,14.03125
1984-05-17,13.375
1984-05-18,13.1875
1984-05-21,13.1875
1984-05-22,13.28125
1984-05-23,13.4375
1984-05-24,13.125
1984-05-25,13.15625
1984-05-29,12.5
1984-05-30,12.28125
1984-05-31,12.375
1984-06-01,12.6875
1984-06-04,13.25
1984-06-05,12.84375
1984-06-06,12.96875
1984-06-07,13.0625
1984-06-08,13.15625
1984-06-11,13.0625
1984-06-12,12.90625
1984-06-13,12.875
1984-06-14,12.46875
1984-06-15,12.4375
1984-06-18,12.46875
1984-06-19,12.5
1984-06-20,12.625
1984-06-21,13.1875
1984-06-22,13.28125
1984-06-25,13.34375
1984-06-26,13.21875
1984-06-27,13.0
1984-06-28,12.96875
1984-06-29,13.0625
1984-07-02,12.71875
1984-07-03,12.5625
1984-07-05,12.125
1984-07-06,12.125
1984-07-09,12.0625
1984-07-10,11.9375
1984-07-11,11.59375
1984-07-12,11.0625
1984-07-13,11.15625
1984-07-16,11.15625
1984-07-17,10.15625
1984-07-18,9.84375
1984-07-19,9.59375
1984-07-20,9.625
1984-07-23,9.71875
1984-07-24,9.59375
1984-07-25,9.71875
1984-07-26,10.0625
1984-07-27,9.96875
1984-07-30,10.25
1984-07-31,10.25
1984-08-01,10.46875
1984-08-02,11.03125
1984-08-03,11.0
1984-08-06,11.28125
1984-08-07,11.3125
1984-08-08,11.40625
1984-08-09,11.8125
1984-08-10,12.03125
1984-08-13,11.90625
1984-08-14,11.5625
1984-08-15,11.75
1984-08-16,11.6875
1984-08-17,11.65625
1984-08-20,11.84375
1984-08-21,12.375
1984-08-22,12.5
1984-08-23,12.46875
1984-08-24,12.34375
1984-08-27,12.28125
1984-08-28,12.34375
1984-08-29,12.46875
1984-08-30,12.375
1984-08-31,12.46875
1984-09-04,12.46875
1984-09-05,12.40625
1984-09-06,12.84375
1984-09-07,12.9375
1984-09-10,12.875
1984-09-11,13.09375
1984-09-12,13.0
1984-09-13,13.0
1984-09-14,13.0625
1984-09-17,12.96875
1984-09-18,12.9375
1984-09-19,12.9375
1984-09-20,12.84375
1984-09-21,12.96875
1984-09-24,12.875
1984-09-25,12.96875
1984-09-26,12.9375
1984-09-27,12.96875
1984-09-28,12.90625
1984-10-01,12.625
1984-10-02,12.15625
1984-10-03,12.0625
1984-10-04,11.84375
1984-10-05,11.90625
1984-10-08,11.9375
1984-10-09,12.09375
1984-10-10,12.03125
1984-10-11,12.0
1984-10-12,12.125
1984-10-15,12.125
1984-10-16,12.0625
1984-10-17,11.90625
1984-10-18,12.125
1984-10-19,12.1875
1984-10-22,12.15625
1984-10-23,12.1875
1984-10-24,12.3125
1984-10-25,11.90625
1984-10-26,11.5
1984-10-29,10.84375
1984-10-30,10.90625
1984-10-31,10.71875
1984-11-01,11.0625
1984-11-02,11.53125
1984-11-05,11.9375
1984-11-06,12.375
1984-11-07,12.0
1984-11-08,12.15625
1984-11-09,12.3125
1984-11-12,12.40625
1984-11-13,12.375
1984-11-14,12.25
1984-11-15,12.0
1984-11-16,12.0
1984-11-19,11.96875
1984-11-20,12.0625
1984-11-21,12.1875
1984-11-23,12.25
1984-11-26,12.3125
1984-11-27,12.40625
1984-11-28,12.3125
1984-11-29,12.125
1984-11-30,12.15625
1984-12-03,12.15625
1984-12-04,12.21875
1984-12-05,12.15625
1984-12-06,12.03125
1984-12-07,12.03125
1984-12-10,12.03125
1984-12-11,12.15625
1984-12-12,12.1875
1984-12-13,12.21875
1984-12-14,12.3125
1984-12-17,12.3125
1984-12-18,12.75
1984-12-19,13.0
1984-12-20,13.5
1984-12-21,13.78125
1984-12-24,13.78125
1984-12-26,13.8125
1984-12-27,13.53125
1984-12-28,13.40625
1984-12-31,13.40625
1985-01-02,13.1875
1985-01-03,13.03125
1985-01-04,12.6875
1985-01-07,12.4375
1985-01-08,11.875
1985-01-09,12.03125
1985-01-10,12.25
1985-01-11,12.40625
1985-01-14,12.4375
1985-01-15,12.40625
1985-01-16,12.46875
1985-01-17,12.4375
1985-01-18,12.5
1985-01-21,12.53125
1985-01-22,13.125
1985-01-23,13.3125
1985-01-24,13.4375
1985-01-25,13.5
1985-01-28,13.1875
1985-01-29,13.03125
1985-01-30,12.96875
1985-01-31,13.25
1985-02-01,13.8125
1985-02-04,14.71875
1985-02-05,14.53125
1985-02-06,14.34375
1985-02-07,14.21875
1985-02-08,14.21875
1985-02-11,14.0
1985-02-12,13.875
1985-02-13,14.03125
1985-02-14,14.1875
1985-02-15,14.28125
1985-02-19,14.25
1985-02-20,14.28125
1985-02-21,14.0
1985-02-22,14.0625
1985-02-25,14.0625
1985-02-26,14.28125
1985-02-27,14.125
1985-02-28,14.15625
1985-03-01,14.25
1985-03-04,14.25
1985-03-05,14.21875
1985-03-06,14.21875
1985-03-07,14.0
1985-03-08,13.8125
1985-03-11,13.84375
1985-03-12,14.0
1985-03-13,14.0
1985-03-14,14.0
1985-03-15,13.96875
1985-03-18,14.03125
1985-03-19,14.125
1985-03-20,14.1875
1985-03-21,14.09375
1985-03-22,14.0625
1985-03-25,14.03125
1985-03-26,14.25
1985-03-27,14.5625
1985-03-28,15.0625
1985-03-29,15.375
1985-04-01,15.34375
1985-04-02,15.21875
1985-04-03,15.125
1985-04-04,15.0625
1985-04-08,14.8125
1985-04-09,14.875
1985-04-10,14.9375
1985-04-11,15.03125
1985-04-12,15.4375
1985-04-15,15.8125
1985-04-16,15.96875
1985-04-17,15.75
1985-04-18,15.75
1985-04-19,15.65625
1985-04-22,15.53125
1985-04-23,15.5625
1985-04-24,16.0625
1985-04-25,16.75
1985-04-26,16.875
1985-04-29,16.875
1985-04-30,16.59375
1985-05-01,16.375
1985-05-02,16.625
